NVAR;NBD;NCOMP;IOVars;Si;Ci;BuggedMethods;Fin;MCLC;Fout;VG;Di;NOP
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;1.0;2.0;False;0.0;0.0;1.0;1.0;1.0;1.0
1.0;2.0;1.0;2.0;1.0;2.0;False;0.0;2.0;1.0;2.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
2.0;2.0;0.0;0.0;0.0;0.0;False;0.0;2.0;0.0;2.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
2.0;2.0;2.0;1.0;0.0;1.0;False;0.0;4.0;0.0;2.0;1.0;1.0
2.0;2.0;2.0;1.0;0.0;1.0;False;0.0;4.0;0.0;3.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;1.5;False;0.0;0.0;1.0;1.0;0.5;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;True;0.0;0.0;0.0;1.0;2.0;1.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
1.0;2.0;1.0;2.0;0.0;2.0;False;0.0;2.0;0.0;2.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
11.0;11.0;12.0;2.0;0.0;2.0;False;0.0;23.0;0.0;12.0;2.0;1.0
2.0;2.0;2.0;2.0;0.0;2.0;False;0.0;4.0;0.0;3.0;2.0;1.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
1.0;2.0;1.0;1.0;0.0;1.0;False;1.0;2.0;0.0;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
1.0;2.0;1.0;2.0;0.0;2.0;False;0.0;2.0;0.0;2.0;2.0;1.0
2.0;2.0;4.0;2.0;0.0;2.0;False;0.0;6.0;0.0;4.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;4.0;2.0;0.0;2.0;False;0.0;4.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
2.0;5.0;1.0;1.0;0.0;1.0;False;0.0;3.0;0.0;5.0;1.0;1.0
1.0;2.0;0.0;1.0;0.0;1.0;False;0.0;1.0;0.0;2.0;1.0;0.0
1.0;2.0;1.0;1.0;1.0;1.5;False;0.0;2.0;1.0;2.0;0.5;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
1.0;3.0;7.0;2.0;0.0;2.0;False;0.0;8.0;0.0;7.0;2.0;1.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;4.0;1.0;0.0;1.0;False;0.0;4.0;0.0;3.0;1.0;0.0
1.0;2.0;2.0;1.0;0.0;1.0;False;0.0;3.0;0.0;2.0;1.0;0.0
2.0;2.0;2.0;1.0;4.0;4.333333333;False;1.0;4.0;2.0;3.0;0.333333333;0.0
1.0;2.0;1.0;1.0;1.0;1.5;False;0.0;2.0;1.0;2.0;0.5;0.0
1.0;4.0;3.0;0.0;1.0;1.0;False;2.0;4.0;1.0;3.0;0.0;0.0
1.0;2.0;1.0;0.0;1.0;1.0;False;1.0;2.0;1.0;2.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;1.0;False;0.0;0.0;1.0;1.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;1.0;0.0;0.0
1.0;2.0;2.0;1.0;0.0;1.0;False;1.0;3.0;0.0;3.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;1.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
1.0;2.0;0.0;2.0;0.0;2.0;False;0.0;1.0;0.0;2.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
1.0;2.0;0.0;2.0;0.0;2.0;False;0.0;1.0;0.0;2.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
1.0;2.0;4.0;2.0;0.0;2.0;False;0.0;5.0;0.0;4.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
2.0;2.0;2.0;2.0;0.0;2.0;False;0.0;4.0;0.0;3.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
1.0;2.0;2.0;2.0;0.0;2.0;False;0.0;3.0;0.0;3.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
1.0;3.0;1.0;2.0;0.0;2.0;False;0.0;2.0;0.0;4.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;1.0;2.0;2.0;0.0;2.0;False;0.0;2.0;0.0;3.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;2.0;2.0;0.0;2.0;False;0.0;2.0;0.0;2.0;2.0;1.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;2.0;2.0;0.0;2.0;False;0.0;2.0;0.0;2.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
1.0;2.0;0.0;1.0;0.0;1.0;False;0.0;1.0;0.0;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;2.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;2.0;2.0;0.0;0.0;0.0;False;2.0;2.0;0.0;2.0;0.0;0.0
2.0;2.0;2.0;2.0;0.0;2.0;False;0.0;4.0;0.0;3.0;2.0;1.0
2.0;2.0;2.0;0.0;1.0;1.0;False;0.0;4.0;1.0;3.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
1.0;2.0;0.0;2.0;0.0;2.0;False;0.0;1.0;0.0;2.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;2.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;0.0;2.0;False;0.0;0.0;0.0;1.0;2.0;1.0
0.0;1.0;0.0;1.0;0.0;1.0;False;0.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
